Radars;Date;pdssr;pdpsr;pda;pdc;iva;ivc;fc;ft;mt;rng;azim;stat
EBOS;18/07/2011 00:00;74,7;73,47;98,46;99,16;0,01;0,42;0,42;0;0,2;159,67;0,19;
EBOS;19/07/2011 00:00;70,15;37,13;97,21;96,82;0,06;0,56;0,59;0;0,45;193,51;0,21;
EBGL;18/07/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;19/07/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;18/07/2011 00:00;79,28;62,97;93,08;92,81;0,1;0,09;0,19;0,03;0,04;-20,21;-0,03;
EBBL;19/07/2011 00:00;76,72;60;93,19;93,03;0,04;0,06;0,09;0,01;0,05;-65,2;-0,12;
EBBE;18/07/2011 00:00;72,69;63,44;91,15;91,22;0,11;0,03;0,13;0;0,13;-75,7;-0,09;
EBBE;19/07/2011 00:00;71,29;52,73;92,4;90,71;0,02;0,05;0,06;0,47;0,06;-65,2;-0,12;
EBSZ;20/07/2011 00:00;87,35;80,28;97,5;97,96;1,87;1,1;2,69;0,01;4,19;3,59;0,02;
EBSZ;21/07/2011 00:00;84,39;75,99;97,43;98,23;1,91;1,11;2,74;0,03;4,39;14,3;0,01;
EBSZ;22/07/2011 00:00;83,82;74,79;97,75;97,62;1,74;0,99;2,52;0,01;4,37;26,48;-0,01;
EBSZ;23/07/2011 00:00;84,97;77,11;97,7;97,84;1,78;0,94;2,5;0,01;4,54;21,17;0;
EBSZ;24/07/2011 00:00;85,52;76,83;97,59;98,37;1,82;1,05;2,62;0,01;4,29;16,27;-0,02;
EBSZ;25/07/2011 00:00;82,26;75,19;97,3;97,58;1,98;1,08;2,79;0,02;4,27;23,03;0;
EBSZ;26/07/2011 00:00;86,54;79,91;97,26;97,41;2,09;1,3;3,01;0,01;4,45;28,82;0,01;
EBSZ;27/07/2011 00:00;86,07;78,55;97,09;97,85;2,2;1,4;3,17;0,02;4,63;38,01;0,03;
EBSZ;28/07/2011 00:00;85,45;78,3;97,48;97,93;1,79;1,04;2,6;0,01;4,5;31,25;-0,01;
EBSZ;29/07/2011 00:00;84,84;72,88;97,81;97,75;1,64;0,94;2,4;0,01;4,15;34,1;0;
EBSZ;30/07/2011 00:00;83,57;73,28;97,62;97,69;1,74;1,03;2,51;0,01;4,25;78,18;-0,06;
EBSZ;31/07/2011 00:00;82,21;67,81;97,44;97,37;1,92;1,06;2,74;0,01;3,76;53,64;0,02;
EBGL;20/07/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;21/07/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;22/07/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;23/07/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;24/07/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;25/07/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;26/07/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;27/07/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;28/07/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;29/07/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;30/07/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;31/07/2011 00:00;;;;;;;;;;;;Geen Data
EBBE;20/07/2011 00:00;73,13;60,14;93,16;92,36;0,05;0,07;0,12;0;0,1;-65,22;-0,1;
EBBE;21/07/2011 00:00;67,58;56,93;89,62;90,29;0,18;0,05;0,22;0;0,16;-76,87;-0,12;
EBBE;22/07/2011 00:00;66,54;57,16;92,66;91,48;0,09;0,08;0,15;1,82;0,05;-61,72;-0,1;
EBBE;23/07/2011 00:00;66,68;57,05;91,42;89,42;0,04;0,06;0,08;0;0,14;-164,67;-0,14;
EBBE;24/07/2011 00:00;69,65;61,93;92,8;91,31;0,05;0,1;0,13;0;0,8;-63,58;-0,1;
EBBE;25/07/2011 00:00;64,84;56,43;92,1;91,4;0,07;0,11;0,16;0;0,11;-63,27;-0,1;
EBBE;26/07/2011 00:00;69,16;63,95;91,34;90,83;0,07;0,06;0,13;0;0,06;-57,49;-0,13;
EBBE;27/07/2011 00:00;68,46;63,08;92,54;92,96;0,03;0,05;0,07;0;0,1;-59,23;-0,13;
EBBE;28/07/2011 00:00;66,86;60,93;91,3;91,71;0,03;0,07;0,08;0;0,01;-57,04;-0,14;
EBBE;29/07/2011 00:00;60,95;58,2;91,18;90,6;0,02;0,06;0,08;0;0,05;-59,58;-0,12;
EBBE;30/07/2011 00:00;60,89;59,23;90,82;90,5;0,04;0,09;0,12;0;0,06;-11,97;-0,19;
EBBE;31/07/2011 00:00;52,85;58,58;88,21;86,77;0,04;0,14;0,17;0,09;0,1;-66,38;-0,07;
EBBL;20/07/2011 00:00;62,48;92,46;92,47;0,04;0,11;0,15;0,07;0,1;0,06;18,19;-0,04;
EBBL;21/07/2011 00:00;74,75;59,78;93,38;93,45;0,14;0,06;0,19;0,07;0,07;18,93;-0,07;
EBBL;22/07/2011 00:00;72,55;58,5;94,8;94,31;0,04;0,07;0,1;0,01;0,06;-18,11;-0,02;
EBBL;23/07/2011 00:00;77,39;61,5;96,47;96,02;0,14;0,05;0,18;0;0,05;-22,33;-0,12;
EBBL;24/07/2011 00:00;83,07;68,95;94,29;93,53;0,09;0,11;0,18;0,05;0,07;18,81;-0,03;
EBBL;25/07/2011 00:00;76,96;57,96;93,61;93,44;0,05;0,1;0,14;0,02;0,09;4,09;-0,01;
EBBL;26/07/2011 00:00;85,59;72,82;94,92;94,62;0,07;0,04;0,1;0;0,06;4,24;-0,03;
EBBL;27/07/2011 00:00;75,63;62,42;94,72;94,81;0,04;0,07;0,09;0;0,06;3,07;-0,04;
EBBL;28/07/2011 00:00;79,25;59,91;93,43;92,27;0,03;0,08;0,11;0,14;0,08;14,52;-0,05;
EBBL;29/07/2011 00:00;69,31;51,88;92,93;91,75;0,05;0,05;0,08;0,03;0,1;36,36;-0,04;
EBBL;30/07/2011 00:00;70,18;53,32;94,6;92,37;0,04;0,06;0,09;0,02;0,09;39,71;-0,04;
EBBL;31/07/2011 00:00;67,07;45,91;89,07;85,72;0,07;0,16;0,21;0,06;0,25;15,38;0,01;
EBFS;20/07/2011 00:00;85,29;63,3;91,97;90,9;0,18;0,13;0,29;0;0,1;44,03;-0,58;
EBFS;21/07/2011 00:00;73,47;57,05;87,97;88,63;0,24;0,18;0,42;0,08;0,18;55,22;-0,59;
EBFS;22/07/2011 00:00;81,01;60,85;91,59;88,27;0,16;0,15;0,3;0,04;0,16;1,02;-0,6;
EBFS;23/07/2011 00:00;80,67;60,05;93,22;91,09;0,17;0,15;0,31;0;0,08;29,8;-0,59;
EBFS;24/07/2011 00:00;81,35;63,23;91,51;89,92;0,15;0,18;0,31;0;0,14;-19,1;-0,56;
EBFS;25/07/2011 00:00;78,87;63,11;89,91;88,64;0,19;0,19;0,36;0,07;0,18;11,55;-0,58;
EBFS;26/07/2011 00:00;83,18;68,16;92,85;90,51;0,17;0,15;0,31;0,01;0,11;61,72;-0,58;
EBFS;27/07/2011 00:00;83,47;64,48;91,3;90,77;0,11;0,17;0,28;0,01;0,15;73,05;-0,59;
EBFS;28/07/2011 00:00;78,9;62,44;93,53;91,08;0,13;0,09;0,21;0,23;0,34;80,33;-0,59;
EBFS;29/07/2011 00:00;75;57,63;91,11;90,35;0,19;0,19;0,37;0,06;0,08;-13,82;-0,58;
EBFS;30/07/2011 00:00;79,51;62,65;92,7;91,64;0,16;0,2;0,34;0,1;0,11;83,61;-0,67;
EBFS;31/07/2011 00:00;68,23;53,11;89,57;88,99;0,19;0,17;0,35;0,08;0,21;-14,93;-0,55;
EBOS;20/07/2011 00:00;75,78;38,2;98,09;97,97;0,04;0,45;0,47;0;0,07;207,81;0,23;
EBOS;21/07/2011 00:00;73,33;40,4;98,37;98,47;0,01;0,42;0,42;0;0,25;207,73;0,18;
EBOS;22/07/2011 00:00;63,51;34,58;98,29;96,67;0,03;0,47;0,49;0;0,39;176,86;0,15;
EBOS;23/07/2011 00:00;66,71;35,13;98,46;96,02;0,04;0,3;0,34;0;0,68;372,9;0,18;
EBOS;24/07/2011 00:00;71,37;38,12;98,17;98,62;0,06;0,37;0,4;0;0,42;226,58;0,17;
EBOS;25/07/2011 00:00;74,04;39,55;98,33;94,75;0,06;0,29;0,34;0;0,6;255,3;0,26;
EBOS;26/07/2011 00:00;73,99;37,98;97,69;97,42;0,02;0,51;0,51;0;0,6;234,43;0,21;
EBOS;27/07/2011 00:00;71,18;35,62;97,9;98,54;0,04;0,39;0,41;0;0,13;263,51;0,27;
EBOS;28/07/2011 00:00;71,98;38,33;98,85;97,69;0,04;0,33;0,35;0;0,11;294,24;0,21;
EBOS;29/07/2011 00:00;68,92;38,13;98,35;96,63;0,02;0,37;0,4;0;0,59;248,87;0,27;
EBOS;30/07/2011 00:00;67,93;34,81;97,94;97,56;0,04;0,29;0,33;0,05;0,53;293,8;0,18;
EBOS;31/07/2011 00:00;64,48;36,81;97,46;95,73;0,08;0,45;0,51;0,01;0,52;231,57;0,18;
EBSZ;01/08/2011 00:00;81,33;69,65;97,47;97,77;1,89;1,17;2,77;0,02;4,06;1,67;-0,98;geen data asr9
EBGL;01/08/2011 00:00;;;;;;;;;;;;Geen Data
EBBE;01/08/2011 00:00;56,49;56,82;91,89;90,59;0,03;0,06;0,08;0;0,04;179,62;1,96;geen data asr9
EBBL;01/08/2011 00:00;66,27;49,83;91,16;90,55;0,08;0,09;0,16;0;0,14;-119,92;3,37;geen asr9 data
EBFS;01/08/2011 00:00;78,13;61,08;90,29;86,58;0,14;0,12;0,24;0,01;0,3;-138,26;0,15;geen data asr9
EBOS;01/08/2011 00:00;69,12;34,21;98,25;98,56;0,02;0,16;0,18;0;0,53;90,01;-1,32;geen data asr9
EBSZ;02/08/2011 00:00;85,59;68,44;97,63;98,39;1,84;1,09;2,61;0,01;5,34;60,55;0,02;
EBGL;02/08/2011 00:00;;;;;;;;;;;;Geen Data
EBBE;02/08/2011 00:00;51,8;50,61;89,6;88,72;0,05;0,08;0,12;0,02;0,09;-53,78;-0,13;
EBBL;02/08/2011 00:00;63,09;45,51;91,34;89,16;0,07;0,17;0,22;0;0,22;28,92;-0,05;
EBFS;02/08/2011 00:00;71,7;52,76;87,61;84,87;0,17;0,17;0,33;0,02;0,34;10,95;-0,62;
EBOS;02/08/2011 00:00;65,66;35,27;97,58;97,79;0,03;0,48;0,51;0;0,57;246,54;0,19;
EBSZ;03/08/2011 00:00;89,05;79,01;97,53;98,23;1,9;1,23;2,83;0;5,14;63,96;0,01;
EBGL;03/08/2011 00:00;;;;;;;;;;;;Geen Data
EBBE;03/08/2011 00:00;69,54;40,45;92,98;92,85;0,02;0,08;0,1;0,06;0,1;-37,65;-0,32;
EBBL;03/08/2011 00:00;84,68;69,03;94,79;94,6;0,04;0,06;0,09;0,21;0,06;19,51;-0,07;
EBFS;03/08/2011 00:00;87,69;68,17;93,56;93,18;0,16;0,22;0,37;0;0,19;78,81;-0,59;
EBOS;03/08/2011 00:00;77,8;40,65;98,4;98,5;0;0,42;0,42;0;0,63;205,26;0,17;
EBSZ;04/08/2011 00:00;86,06;76,68;97,71;98,32;1,82;1,04;2,58;0,02;5,29;52,5;0,03;
EBGL;04/08/2011 00:00;;;;;;;;;;;;Geen Data
EBBE;04/08/2011 00:00;65,01;49,61;93,26;93,73;0,03;0,06;0,08;0;0,06;-64,31;-0,11;
EBBL;04/08/2011 00:00;66,83;48,53;90,04;88,66;0,04;0,07;0,1;0;0,11;10,97;-0,03;
EBFS;04/08/2011 00:00;73,61;55,62;92,15;91,76;0,13;0,12;0,24;0,01;0,12;47,47;-0,59;
EBOS;04/08/2011 00:00;72,09;36,47;99,42;99,52;0,01;0,34;0,34;0;0,07;270,94;0,24;
EBSZ;05/08/2011 00:00;83,94;71,24;97,75;97,78;1,76;1,17;2,61;0,01;5,04;61,46;0,03;
EBSZ;06/08/2011 00:00;86,27;75,54;98,09;98,45;1,52;0,92;2,21;0,01;5,14;67,14;0,03;
EBSZ;07/08/2011 00:00;84,72;73,15;97,57;97,6;1,97;1,21;2,8;0,01;4,9;40,45;0,03;
EBSZ;08/08/2011 00:00;;;;;;;;;;;;Geen data wegens upgrade S723
EBGL;05/08/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;06/08/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;07/08/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;08/08/2011 00:00;;;;;;;;;;;;Geen Data
EBBE;05/08/2011 00:00;64,06;51,71;91,5;90,57;0,06;0,07;0,12;0,01;0,07;-62,46;-0,12;
EBBE;06/08/2011 00:00;63,29;51,53;94,19;92,64;0,02;0,13;0,14;0,13;0,08;-73,12;-0,13;
EBBE;07/08/2011 00:00;61,07;52,09;92,47;91,7;0,04;0,08;0,11;0,24;0,07;-79,65;-0,1;
EBBE;08/08/2011 00:00;72,88;52,02;94,24;94,38;0,02;0,07;0,09;0;0,03;-73,88;-0,14;
EBBL;05/08/2011 00:00;71,53;53,87;95,15;94,16;0,05;0,06;0,09;0;0,09;25,75;-0,01;
EBBL;06/08/2011 00:00;70,56;56,56;95,7;94,86;0,04;0,02;0,06;0,05;0,04;-8,2;-0,02;
EBBL;07/08/2011 00:00;69,5;55,84;93,84;91,43;0,06;0,06;0,11;0,09;0,1;-24,48;0;
EBBL;08/08/2011 00:00;81,54;67,48;94,05;93,77;0,03;0,08;0,1;0,03;0,09;-12,25;-0,01;
EBFS;05/08/2011 00:00;78,91;60,26;91,72;90,35;0,15;0,16;0,3;0,02;0,17;58,2;-0,57;
EBFS;06/08/2011 00:00;72,88;55,74;94,28;93,54;0,19;0,23;0,42;0;0,19;55,43;-0,57;
EBFS;07/08/2011 00:00;74,07;56,13;91,79;90,85;0,18;0,14;0,32;0;0,23;-21,99;-0,55;
EBFS;08/08/2011 00:00;82,82;63,73;92,2;91,57;0,25;0,2;0,44;0;0,19;49,8;-0,56;
EBOS;05/08/2011 00:00;64,26;34,17;98,48;97,73;0,08;0,24;0,27;0;0,42;219,49;0,21;
EBOS;06/08/2011 00:00;68,57;36,06;98,74;98,09;0,09;0,25;0,34;0;0,14;174,98;0,28;
EBOS;07/08/2011 00:00;68,29;37,89;98,93;98,41;0,03;0,27;0,31;0;0,42;177,44;0,23;
EBOS;08/08/2011 00:00;80,21;41,9;98,68;99,08;0,02;0,19;0,2;0;0,25;193,62;0,27;
EBSZ;09/08/2011 00:00;;;;;;;;;;;;Geen data wegens upgrade S723
EBGL;09/08/2011 00:00;;;;;;;;;;;;Geen Data
EBBE;09/08/2011 00:00;69,8;57,97;92,76;93,26;0,04;0,08;0,11;0,18;0,09;-50,65;-0,16;
EBBL;09/08/2011 00:00;75;61,19;94,49;94,41;0,03;0,09;0,12;0,01;0,04;-15,52;-0,03;
EBFS;09/08/2011 00:00;82,9;66,72;92,87;91,03;0,25;0,18;0,41;0,09;0,15;81,72;-0,57;
EBOS;09/08/2011 00:00;77,81;39,87;97,29;97,21;0,03;0,26;0,29;0,03;0,44;272,05;0,17;
EBSZ;10/08/2011 00:00;;;;;;;;;;;;Geen data wegens upgrade S723
EBSZ;11/08/2011 00:00;;;;;;;;;;;;Geen data wegens upgrade S723
EBGL;10/08/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;11/08/2011 00:00;;;;;;;;;;;;Geen Data
EBBE;10/08/2011 00:00;65,37;54,3;91,42;90,9;0,06;0,23;0,28;0;0,13;-64,36;-0,17;
EBBE;11/08/2011 00:00;68,29;56,19;91,11;91,77;0,03;0,07;0,09;0,02;0,03;-52,62;-0,21;
EBBL;10/08/2011 00:00;70,8;56,33;93,28;93,14;0,04;0,04;0,08;0,01;0,06;43,78;-0,03;
EBBL;11/08/2011 00:00;77,08;63,35;93,27;93,14;0,04;0,1;0,13;0,02;0,04;38,02;-0,09;
EBFS;10/08/2011 00:00;79,42;60,9;91,46;90,33;0,17;0,2;0,36;0,04;0,14;12,68;-0,56;
EBFS;11/08/2011 00:00;80,18;63,74;89,41;88,48;0,16;0,16;0,29;0;0,34;34,57;-0,62;
EBOS;10/08/2011 00:00;74,3;39,03;97,99;94,58;0,13;0,33;0,4;0;0,51;318,22;0,23;
EBOS;11/08/2011 00:00;79,28;44,25;99,05;99,2;0,01;0,35;0,35;0;0,04;240,73;0,21;
EBSZ;12/08/2011 00:00;;;;;;;;;;;;Geen data wegens upgrade S723
EBGL;12/08/2011 00:00;;;;;;;;;;;;Geen Data
EBBE;12/08/2011 00:00;64,93;51,33;91,57;90,51;0,04;0,07;0,09;1,78;0,1;-60,63;-0,17;
EBBL;12/08/2011 00:00;74,93;56,63;91,31;89,37;0,12;0,09;0,18;0,2;0,19;-11,31;-0,1;
EBFS;12/08/2011 00:00;77,14;60,3;93,21;91,75;0,17;0,17;0,33;0;0,14;65,93;-0,56;
EBOS;12/08/2011 00:00;73,44;37,13;98,1;98,31;0;0,24;0,24;0;0,37;251,47;0,17;
EBSZ;13/08/2011 00:00;;;;;;;;;;;;Geen data wegens upgrade S723
EBSZ;14/08/2011 00:00;;;;;;;;;;;;Geen data wegens upgrade S723
EBSZ;15/08/2011 00:00;;;;;;;;;;;;Geen data wegens upgrade S723
EBGL;13/08/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;14/08/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;15/08/2011 00:00;;;;;;;;;;;;Geen Data
EBBE;13/08/2011 00:00;69,2;56,68;91,94;91,19;0,03;0,05;0,07;0,02;0,09;-63,93;-0,14;
EBBE;14/08/2011 00:00;65,8;55,88;92,16;91,02;0,03;0,06;0,08;0;0,11;-78,98;-0,15;
EBBE;15/08/2011 00:00;58,81;54,45;90,78;89,73;0,1;0,08;0,17;0;0,14;-71,77;-0,17;
EBBL;13/08/2011 00:00;76,02;57,36;92,42;91,29;0,02;0,06;0,07;0,08;0,07;32,75;0;
EBBL;14/08/2011 00:00;77,42;56,98;92,46;91,14;0,04;0,06;0,09;0,01;0,13;6,54;-0,01;
EBBL;15/08/2011 00:00;67,06;54,76;95,27;94,43;0,03;0,06;0,07;0;0,04;14,92;-0,04;
EBFS;13/08/2011 00:00;75,21;59,76;93,48;92,63;0,18;0,17;0,34;0,01;0,08;78,26;-0,56;
EBFS;14/08/2011 00:00;75,16;56,85;93,05;91,94;0,17;0,24;0,41;0;0,15;55,58;-0,56;
EBFS;15/08/2011 00:00;71,09;52,55;85,82;85,29;0,15;0,15;0,29;0;0,29;29,24;-0,61;
EBOS;13/08/2011 00:00;77,88;40,02;99,36;99,45;0,04;0,35;0,37;0,06;0;298,53;0,26;
EBOS;14/08/2011 00:00;75,26;42,27;98,52;96,89;0,04;0,24;0,28;0;1,31;222,79;0,23;
EBOS;15/08/2011 00:00;70,18;41,45;97,7;97,6;0,03;0,37;0,39;0;1,14;248,4;0,19;
EBSZ;16/08/2011 00:00;;;;;;;;;;;;Geen data wegens upgrade S723
EBFS;16/08/2011 00:00;71,93;53,03;90,78;89,18;0,2;0,3;0,5;0,07;0,32;60,48;-0,62;
EBOS;16/08/2011 00:00;66,96;35,08;98,04;98,21;0,08;0,5;0,57;0;0,69;234,27;0,17;
EBGL;16/08/2011 00:00;;;;;;;;;;;;Geen Data: onderhoud
EBBL;16/08/2011 00:00;71,4;52,87;93,34;91,9;0,05;0,29;0,32;0,01;0,08;14,15;-0,06;
EBBE;16/08/2011 00:00;55,53;46,39;91,13;90,26;0,04;0,18;0,21;0,03;0,17;-69,81;-0,21;
EBSZ;17/08/2011 00:00;;;;;;;;;;;;Geen data wegens upgrade S723
EBFS;17/08/2011 00:00;77,65;57,97;90,89;89,77;0,14;0,18;0,31;0,09;0,15;22,69;-0,61;
EBOS;17/08/2011 00:00;70,42;35,33;98,42;98,85;0,01;0,46;0,47;0,01;0,85;255,59;0,28;
EBGL;17/08/2011 00:00;;;;;;;;;;;;Geen Data: onderhoud
EBBL;17/08/2011 00:00;67,27;51,27;92,63;91,86;0,05;0,06;0,09;0;0,18;10,9;-0,04;
EBBE;17/08/2011 00:00;60,12;47,69;91,56;91,49;0,02;0,05;0,07;0;0,11;-41,99;-0,2;
EBSZ;18/08/2011 00:00;;;;;;;;;;;;Geen data wegens upgrade S723
EBGL;18/08/2011 00:00;;;;;;;;;;;;Geen Data: onderhoud
EBBE;18/08/2011 00:00;65,6;47,35;93,33;93,85;0,06;0,07;0,13;0;0,15;-63,07;0,07;
EBBL;18/08/2011 00:00;75,99;59,56;94,83;94,77;0,08;0,06;0,13;0,01;0,08;104,97;0,07;
EBFS;18/08/2011 00:00;81,95;56,92;92,57;92,34;0,23;0,13;0,34;0,12;0,15;221,13;-0,61;
EBOS;18/08/2011 00:00;;;;;;;;;;;;geen data
EBSZ;19/08/2011 00:00;;;;;;;;;;;;Geen data wegens upgrade S723
EBSZ;20/08/2011 00:00;;;;;;;;;;;;Geen data wegens upgrade S723
EBSZ;21/08/2011 00:00;;;;;;;;;;;;Geen data wegens upgrade S723
EBGL;19/08/2011 00:00;;;;;;;;;;;;Geen Data: onderhoud
EBGL;20/08/2011 00:00;;;;;;;;;;;;Geen Data: onderhoud
EBGL;21/08/2011 00:00;;;;;;;;;;;;Geen Data: onderhoud
EBBE;19/08/2011 00:00;60,14;50,39;91,78;92,22;0,02;0,04;0,06;0,01;0,11;-48,63;-0,17;
EBBE;20/08/2011 00:00;53,18;46,2;88,57;86,8;0,06;0,1;0,16;0;0,2;-61,83;-0,2;
EBBE;21/08/2011 00:00;61,87;48,74;93,22;91,96;0,03;3,00E-03;0,05;0;0,05;-46,74;-0,22;
EBBL;19/08/2011 00:00;71,07;52,56;93,55;92,69;0,02;0,06;0,08;0,02;0,09;44,21;-0,04;
EBBL;20/08/2011 00:00;63,04;46,53;92,87;90,74;0,05;0,08;0,12;0;0,15;12,46;-0,04;
EBBL;21/08/2011 00:00;69,57;55,19;95,77;93,98;0,03;0,05;0,07;0;0,04;39,26;0,04;
EBFS;19/08/2011 00:00;56,54;60,03;92,31;91,87;0,18;0,13;0,3;0,03;0,33;-26,17;-0,52;
EBFS;20/08/2011 00:00;;50,64;;;;;;;;-190,33;-0,38;
EBFS;21/08/2011 00:00;;53,69;;;;;;;;-138,26;-0,37;
EBOS;19/08/2011 00:00;70,02;35,49;98,53;98,33;0,02;0,32;0,34;0;1,01;315,95;0,19;
EBOS;20/08/2011 00:00;62,86;32,47;96,93;92,45;0,08;0,44;0,5;0;1,98;337,33;0,1;
EBOS;21/08/2011 00:00;71,42;38,86;97,98;97,17;0,04;0,33;0,36;0;0,89;255,91;0,17;
EBSZ;22/08/2011 00:00;85,01;74,77;97,12;97,6;2,23;1,45;3,27;0,03;5,22;63,13;0,03;
EBFS;22/08/2011 00:00;80,35;63,06;91,61;90,52;0,19;0,17;0,33;0;0,13;38,62;-0,62;
EBOS;22/08/2011 00:00;72,59;39,14;98,44;96,84;0,02;0,34;0,36;0;0,66;293,02;0,27;
EBGL;22/08/2011 00:00;;;;;;;;;;;;Geen Data: onderhoud
EBBE;22/08/2011 00:00;67,03;53,9;92,54;92,21;0,02;0,09;0,11;0;0,09;-42,9;-0,19;
EBBL;22/08/2011 00:00;74,97;57,4;93,99;92,23;0,04;0,06;0,09;0,01;0,05;7,13;-0,06;
EBSZ;23/08/2011 00:00;87,8;79,65;96,97;97,63;2,24;1,48;3,26;0,02;4,9;51,14;-0,01;
EBGL;23/08/2011 00:00;;;;;;;;;;;;Geen Data: onderhoud
EBBE;23/08/2011 00:00;67,62;54,92;90,98;91,09;0,08;0,1;0,16;0;0,15;-35,51;-0,24;
EBBL;23/08/2011 00:00;79,63;65,04;91,92;91,49;0,12;0,18;0,27;0,04;0,1;48,77;-0,09;
EBFS;23/08/2011 00:00;81,44;64,32;89,99;89,44;0,15;0,16;0,3;0,07;0,19;45,38;-0,65;
EBOS;23/08/2011 00:00;72,46;38,47;98,82;98,99;0,04;0,31;0,35;0;0,22;279,14;0,13;
EBSZ;24/08/2011 00:00;85,99;74,93;97,07;97,68;2,18;1,6;3,3;0,04;5,04;55,56;0,01;
EBFS;24/08/2011 00:00;78,26;61,9;92,31;91,74;0,14;0,17;0,31;0,1;0,1;33,15;-0,62;
EBOS;24/08/2011 00:00;71,36;38,26;98,19;98,82;0;0,31;0,31;0;0,59;250,93;0,19;
EBGL;24/08/2011 00:00;;;;;;;;;;;;Geen Data: onderhoud
EBBL;24/08/2011 00:00;73,94;56,81;93,22;93,38;0,05;0,06;0,1;0,09;0,1;4,04;-0,04;
EBBE;24/08/2011 00:00;65,49;53,03;92,84;93,11;0,03;0,06;0,08;0;0,06;-50,56;-0,2;
EBSZ;25/08/2011 00:00;83,75;55,87;97,03;97,47;2,29;1,7;3,48;0,04;4,86;77,59;-0,04;
EBFS;25/08/2011 00:00;79,15;59,33;89,18;88,81;0,17;0,19;0,32;0;0,27;-2,26;-0,61;
EBOS;25/08/2011 00:00;68,51;35,75;98,4;98,41;0,04;0,38;0,42;0;0,53;235,57;0,21;
EBGL;25/08/2011 00:00;;;;;;;;;;;;Geen Data
EBBL;25/08/2011 00:00;71,21;54,52;93,85;93,32;0,04;0,03;0,06;0;0,09;22,56;-0,04;
EBBE;25/08/2011 00:00;65,48;51,37;90,87;91,16;0,05;0,1;0,13;0,37;0,15;-63,31;-0,2;
EBSZ;26/08/2011 00:00;89,01;80,05;97,33;97,83;2,11;1,37;3,1;0,03;5,06;29,09;0,02;
EBSZ;27/08/2011 00:00;87,63;75,79;97,76;98,55;1,74;1,05;2,55;0,01;5,36;31,46;0;
EBSZ;28/08/2011 00:00;86,2;75,05;97,26;97,17;2,13;1,52;3,24;0,04;5;43,55;0,01;
EBGL;26/08/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;27/08/2011 00:00;;;;;;;;;;;;Geen Data
EBGL;29/08/2011 00:00;;;;;;;;;;;;Geen Data
EBBE;26/08/2011 00:00;76,66;60,09;92,51;92,94;0,06;0,07;0,11;0;0,14;-50,33;-0,21;
EBBE;27/08/2011 00:00;67,11;54,42;93,53;92,51;0,02;0,12;0,13;0,07;0,03;-56,86;-0,17;
EBBE;28/08/2011 00:00;65,75;52,29;91,51;88,78;0,02;0,05;0,07;0,08;0,08;-72,84;-0,17;
EBBL;26/08/2011 00:00;83,64;69,37;94,64;94,89;0,04;0,07;0,1;0;0,04;43,78;-0,04;
EBBL;27/08/2011 00:00;76,36;61,03;95,34;93,61;0,03;0,04;0,06;0,01;0,03;-7,82;0;
EBBL;28/08/2011 00:00;70,32;51,66;92,73;88,68;0,04;0,07;0,09;0,01;0,09;-17,16;-0,01;
EBFS;26/08/2011 00:00;;60,78;;;;;;;;-190,96;-0,39;
EBFS;27/08/2011 00:00;;52,2;;;;;;;;-227,36;-0,39;
EBFS;28/08/2011 00:00;;53,56;;;;;;;;-209,02;-0,36;
EBOS;26/08/2011 00:00;75,74;41,67;98,46;98,71;0,01;0,49;0,49;0;0,3;199,82;0,17;
EBOS;27/08/2011 00:00;67,02;38,01;98,44;98,68;0;0,34;0,34;0;0,59;145,56;0,12;
EBOS;28/08/2011 00:00;73,62;41,83;98,3;96,04;0,03;0,35;0,38;0;0,51;190,92;0,15;
EBSZ;29/08/2011 00:00;85,11;75,81;96,91;97,71;2,37;1,51;3,44;0,02;4,98;47,74;0,03;
EBBE;29/08/2011 00:00;;;;;;;;;;;;Geen data: Mechanical Overhaul
EBBL;29/08/2011 00:00;75,23;60,93;90,7;90,96;0,06;0,14;0,18;0,13;0,1;6,3;0,01;
EBFS;29/08/2011 00:00;78,41;58,98;91,01;90,42;0,2;0,18;0,36;0;0,07;0,75;-0,57;
EBOS;29/08/2011 00:00;73,04;40,82;97,43;97,67;0,04;0,45;0,49;0;0,65;257,08;0,18;
